Land Area (acres),Extra Assets Worth (Lakhs),Annual Income (Lakhs),Previous Loans,Repaid Loans,Ongoing Loans,Assets Insurance Coverage,Soil Quality,Water Availability,Land Ownership Status,Weather Forecast,Credit Score
68.07887182238596,352.28866300168386,146.4307739618448,0,4,2,1,2,2,2,2,705.36
2.642195063857759,955.1372971331317,159.22556135954775,0,2,0,0,2,0,1,2,643.28
51.69721277162882,660.1971881100279,105.50207884254897,5,9,4,1,1,2,2,1,689.13
23.42308174459586,32.80269614983662,180.99060055759875,5,9,1,0,2,0,1,0,562.28
64.87210625053554,830.5575170661206,12.458770928431525,0,5,3,1,2,1,2,1,670.15
18.262276471494154,382.6164205221871,199.37136900636276,5,7,0,1,2,2,2,1,756.23
69.40283607214413,499.2538649332555,1.2890635268318826,8,0,1,1,2,2,2,2,666.01
39.286799283753204,757.0089338130003,179.29948842823612,3,5,3,0,1,1,1,1,583.74
93.73626888493672,56.98449407364584,15.95869163733946,8,8,4,1,2,0,1,1,547.77
14.614573470453331,24.648581990338975,41.967379906090365,9,7,3,1,0,1,2,2,559.79
34.76556875397559,39.34482210608832,119.02851495341456,1,8,2,0,2,2,2,1,623.75
12.233878602818319,711.7476921250304,140.41602978943132,7,1,3,1,2,1,1,0,556.82
92.54466820957772,284.8006941963751,167.00351992399067,0,9,4,1,0,2,1,2,643.84
87.85659598471712,77.64342773054689,33.713847879091226,4,9,2,0,2,0,2,1,598.14
26.536221143800404,668.0720475549402,20.056578966635467,9,4,3,0,1,1,2,2,576.93
66.33842055738373,288.22748843554314,155.94008111703644,4,2,2,0,2,1,2,1,582.89
81.90499781992037,235.72370559697626,72.49148783613175,7,8,2,0,2,0,2,1,611.16
55.96488034834677,520.2170545744203,8.504479999491796,5,0,0,0,1,2,2,2,617.3
53.43540725724464,440.89187817577545,187.27773600608143,9,1,2,1,0,0,1,0,508.81
24.943376799144716,55.976434044764204,147.859258981906,5,1,3,1,0,0,1,0,418.27
10.217174012784023,496.0794078075545,83.82478967009675,2,5,2,0,0,1,2,2,575.8
89.82436003737935,864.8790783491781,51.94069397665805,2,5,2,1,0,2,2,2,718.24
90.14138765916971,123.79193765987293,121.08562532388072,4,8,0,0,2,1,1,1,648.21
63.67704427005353,652.4122542895935,103.61462586848165,4,4,0,0,0,0,2,0,588.58
34.56394931382137,428.16432645524674,67.56639722107248,0,4,0,0,1,1,2,2,633.66
35.57174788665343,26.371828016030538,85.3371836066714,9,9,0,0,1,2,1,2,638.06
72.8696122081537,347.42385227705773,101.69984115025225,9,9,3,0,0,1,1,0,533.62
89.81391573530513,549.2550612782803,72.32604188737454,2,9,2,0,2,2,1,1,674.59
88.82155600224661,435.66790254317004,131.65110760410917,9,0,0,1,2,2,1,0,639.79
78.20767903990476,600.4972143682808,177.39783491195553,4,0,4,1,2,1,2,1,606.48
64.5611329692745,758.6551490364801,24.22469606260451,3,9,2,0,2,1,1,2,676.01
9.329856534509835,621.5509712703849,168.46101576406423,4,6,0,1,2,1,2,1,737.77
17.001242695366763,880.0004936301698,69.3549701701696,9,4,0,0,2,2,2,0,678.5
89.95686466418084,228.6806407160152,11.143773911157206,5,9,3,0,2,0,2,1,588.17
61.036476906299406,894.9595688070723,123.8429823494767,3,5,4,0,0,0,1,0,503.88
1.9105081100463353,248.87459931095214,64.37007766852585,0,6,3,1,0,0,1,2,515.34
11.045682743737178,791.8724386595896,51.41926561900006,8,5,3,0,1,0,1,2,544.87
66.68667514169752,664.1840224432731,31.40946627332632,9,6,2,0,2,2,1,2,656.03
1.50109680077565,594.696939857177,70.15304633926569,6,3,4,1,0,0,1,2,498.54
16.919997090332366,344.56721243539454,101.40097155654512,7,7,0,1,0,2,2,0,658.51
55.324645147292024,27.702102548335695,128.13142292201422,3,0,2,1,2,2,1,2,575.88
69.49762457157664,535.9880873270872,108.1509260257064,3,7,3,0,2,1,2,0,613.72
65.54416469075746,664.5360336384742,167.62392781586445,6,6,0,0,0,0,2,1,652.33
23.20266163659542,336.7455241572525,3.0911895781419774,6,9,1,1,0,0,2,0,591.07
71.50574291340605,628.1667643687406,131.25480939989205,3,2,4,1,2,0,2,0,572.55
24.48765966218321,204.29537464701622,189.3750264989725,6,2,3,0,2,2,2,1,561.41
33.21457011776751,603.0687850875094,32.239869021104354,3,2,1,1,0,0,1,2,563.67
74.9026491066844,206.8415781197475,109.17651934703458,3,4,2,0,0,1,2,1,543.23
65.31365700567426,72.53379733790034,13.951249906927995,9,7,4,1,2,1,1,0,524.24
85.07311763892362,906.171989290774,164.5358023659919,8,5,4,1,0,1,2,1,653.91
66.10367633773399,251.15076441239083,33.38871930821788,9,4,3,1,1,2,1,0,538.28
57.26255173021169,39.88233938472545,40.404487474635054,8,1,0,0,0,0,1,0,429.71
10.273802014981156,552.9418614940581,44.40834601367273,2,9,2,1,1,1,2,1,666.41
37.40386450288392,208.1151775886238,114.09866196369263,9,5,2,1,1,2,2,2,655.12
27.25503440049082,677.8509932971289,100.82488369791247,8,9,2,1,0,2,2,1,701.99
25.154974694529272,283.785973119058,95.00450508939382,7,9,2,0,2,2,1,2,642.14
97.32804492049212,474.315187600105,147.55982160345283,9,3,0,1,2,2,2,0,721.81
39.91667474200928,596.298993205816,46.5298799561321,2,3,1,0,0,0,1,2,534.41
89.31260896253421,729.6951286404692,50.39363375568336,8,5,1,1,2,1,1,0,666.98
63.48272397372902,383.5078191267688,180.31466855195177,9,6,4,1,1,1,2,1,621.61
79.6863190506232,42.443779366981666,4.372933119116707,1,8,1,0,1,1,1,0,536.84
50.76107221741402,178.75497724872355,162.825734464125,7,9,0,1,2,2,1,2,750.77
58.113484578009555,682.0577303496516,135.17092401702197,9,0,3,0,0,0,2,1,503.65
49.75925168806753,918.6434238598295,129.10671504075157,8,8,2,1,1,0,2,0,688.88
20.329055792006404,132.80781723364828,46.514518544524876,9,3,3,0,2,2,2,2,552.81
72.52275941088902,439.4003792722572,71.47842233836339,9,3,0,0,0,0,1,1,537.13
28.796463881644723,857.5205721644314,120.14602860308047,9,8,3,1,1,1,2,2,716.49
3.4072806767139303,756.3904781848273,38.05628488586684,8,4,1,1,2,1,1,0,615.56
64.90175729480961,898.6978939843864,12.796984085160748,1,0,3,1,1,0,2,1,573.39
18.533957261297846,271.99486281853825,59.56694213215248,8,5,1,1,0,1,2,1,594.51
94.10539985093851,916.4679114467407,157.25620088391338,7,3,0,0,2,2,1,2,739.12
95.43892912325614,450.6547451272048,51.37433293338337,7,9,4,0,0,2,2,2,625.93
91.5715746318244,194.97022187307653,31.180055892441278,0,4,2,0,2,2,1,1,566.37
37.64571132528899,595.6330282171098,104.80993184119963,4,8,1,0,0,1,2,0,616.69
2.5302050363578754,741.4312237894557,173.57061136113936,1,1,4,0,1,0,1,2,493.62
92.90353769618481,734.5684652824042,81.16264790422913,5,4,4,0,0,0,1,1,501.75
43.39023068341412,686.7016474936182,57.07043632510078,9,2,2,1,2,1,2,2,665.42
96.69882708532329,269.68866457003986,152.76052698339763,2,6,0,1,2,1,1,1,698.91
96.39837773183604,317.7631810404208,187.54188311643986,4,4,1,1,2,1,1,1,665.89
85.44793609126864,428.4971930737943,71.39225469951378,4,3,1,0,2,2,1,0,588.43
30.150440314888982,891.4985935901294,46.850848877879095,1,2,2,0,1,1,1,2,575.94
39.1246751315906,868.1904526456578,68.24556632755473,9,4,3,1,1,0,1,2,605.67
85.26253048016883,75.79309093643133,0.9313958884397229,7,4,2,1,2,2,2,2,647.3
32.37527851047149,584.4108115306416,171.78959333177326,3,8,3,1,1,2,2,1,698.38
17.779781921923156,484.8062974781066,137.9090001317971,8,9,1,1,2,0,1,2,695.38
56.12332498337666,234.67216825719055,29.376367870910443,5,9,0,1,1,0,1,0,612.28
93.67932264191731,62.81686625239515,148.41262671156372,8,5,0,1,1,0,2,2,672.4
69.90694987082233,413.6312909301506,90.72570806834278,0,4,0,1,1,1,1,2,665.46
57.43605583884713,393.37513652914794,43.99024061892295,4,9,4,0,0,2,2,2,599.84
10.620472883306086,545.0227420823852,172.04593364643102,4,7,2,0,2,0,2,0,602.23
61.885715443217805,170.51125843945877,180.22730969230872,2,6,1,0,1,1,1,0,561.12
99.01533116032206,189.4172372080559,152.33086568924708,0,9,4,0,2,2,1,0,585.76
14.86831750841588,692.2801173976112,7.8948045191422125,8,1,1,0,1,0,1,1,501.63
52.314635584009935,859.2002160445007,138.49070046742509,6,1,4,1,2,0,2,1,603.84
87.85993412086759,278.8356186675645,94.83914216198374,2,8,3,1,1,1,1,0,589.23
74.33609315766624,286.5970224700244,194.27612031766623,4,3,4,1,2,2,1,0,572.06
70.00455835853153,798.3472508317509,86.1363938469322,7,3,3,0,1,2,2,1,616.09
70.54592431472382,28.514580922105647,114.15639326988426,1,6,2,1,1,2,1,1,603.09
36.58962397075576,852.5761498015008,32.41842279637419,2,8,1,0,0,0,2,1,629.26
30.06559258218484,71.3797209810771,67.7023355776617,1,0,2,0,1,2,2,0,473.64
81.12675439237285,550.0663759940442,35.913518069602254,1,2,1,1,0,2,2,1,638.88
81.2012260732389,837.994553023725,198.71558769728298,9,2,4,1,2,0,1,2,628.85
86.84015953943026,647.1776088483776,99.66847943425847,7,7,4,1,0,1,1,2,621.12
91.41081470309067,282.40734454235184,54.4786586121617,2,9,2,1,0,0,1,1,593.55
51.62289748723284,790.4591821184922,39.23539024609146,3,0,1,1,2,1,1,0,595.69
50.65011317403276,348.7859289520863,13.717450454067205,7,5,1,1,2,2,1,0,619.37
80.03122271771073,822.3327071745315,105.4983818092318,5,7,4,1,2,0,2,0,651.34
65.34642914699874,925.7673291956976,41.20619349723714,2,0,0,0,2,0,2,1,629.93
70.49472084851263,907.5227124090519,78.2498877071373,7,0,3,1,1,1,2,1,615.55
79.783474274174,92.07957094277747,150.18274044351907,8,3,1,1,1,1,2,0,599.9
89.11052883993906,467.0325623742317,43.31918274143353,0,5,1,0,1,1,2,0,599.73
34.461520528302046,848.5099550423674,68.30216953480645,9,2,4,1,2,1,1,0,554.65
38.18271231135446,198.98827201699848,102.22168303321452,7,8,2,0,2,2,2,1,640.02
10.30421204424603,975.5072220739261,20.875221306037222,1,8,0,0,1,0,2,1,675.21
58.24973395862122,729.6970493739306,26.33702706731436,2,9,4,1,1,0,2,1,635.27
4.5582851058774665,341.6717543870385,119.61644439638009,3,8,4,1,1,0,1,1,540.24
47.09420379511356,269.19201816485514,181.70124115936105,8,5,3,1,0,1,2,1,589.35
54.72181883605008,894.3601450004093,84.79137316584337,3,6,0,0,1,0,1,1,643.12
29.367583960700156,645.0436243068852,115.73205611931607,4,5,1,0,2,0,2,0,609.49
59.492492796332066,836.5346125282942,184.92418535909817,0,6,0,0,2,0,1,1,685.21
4.019524743965894,726.8599924758385,6.217997079912296,3,6,3,1,2,2,1,2,651.57
4.6974706861722275,632.4464489428321,159.63095834614305,1,1,0,1,2,0,2,1,653.33
82.43745550530616,676.9351569531512,125.78811856852504,1,0,0,0,2,1,1,2,640.26
36.65887349971503,171.49461658983333,154.34690651098657,5,0,0,0,2,1,2,1,578.39
13.578990752536594,992.6219625651078,171.29675764342278,2,0,2,1,0,0,1,2,585.69
52.702082745425635,415.9725570340717,99.62675065500508,7,1,3,0,0,0,1,1,438.59
77.22936175676247,75.2317659137056,73.60458589159835,1,5,4,0,1,2,1,2,520.71
22.366281722187473,662.3024547236568,48.8393433516562,4,6,1,1,1,1,2,0,650.88
62.66615710608102,865.2951643456255,136.2932114291771,8,2,2,1,2,2,1,0,655.43
9.449399034383031,52.06602971868343,114.67322684449994,3,4,3,0,2,1,1,0,461.08
6.116490395692162,763.5388286293498,103.23787632538864,2,6,1,1,1,1,2,0,667.76
53.60410852524665,181.03401327313884,184.7428964464758,2,8,0,1,1,2,1,1,699.25
54.52287703940055,42.26166498775758,145.92393962813432,1,2,2,1,1,1,2,2,592.99
64.10556024832245,192.55238423646503,46.85227585226931,9,5,2,1,1,1,2,2,626.8
